id,poly,x,y
5,6,-0.013829,-0.394232
5,6,-0.017961,-0.394641
5,6,-0.022798,-0.392929
5,6,-0.024033,-0.393069
5,6,-0.026874,-0.39185
5,6,-0.027252,-0.389555
5,6,-0.026522,-0.386945
5,6,-0.027493,-0.385363
5,6,-0.028791,-0.385307
5,6,-0.02994,-0.38311
5,6,-0.032705,-0.383753
5,6,-0.034739,-0.385816
5,6,-0.037321,-0.386801
5,6,-0.040711,-0.389628
5,6,-0.038699,-0.393054
5,6,-0.038782,-0.394944
5,6,-0.037316,-0.395608
5,6,-0.03737,-0.397802
5,6,-0.038643,-0.398846
5,6,-0.04059,-0.398916
5,6,-0.0409,-0.401543
5,6,-0.042367,-0.400898
5,6,-0.043162,-0.402213
5,6,-0.046274,-0.402227
5,6,-0.047302,-0.401151
5,6,-0.045685,-0.39984
5,6,-0.044682,-0.397738
5,6,-0.046071,-0.394751
5,6,-0.047021,-0.395874
5,6,-0.049183,-0.396593
5,6,-0.049257,-0.394716
5,6,-0.050226,-0.393211
5,6,-0.052453,-0.393902
5,6,-0.054697,-0.393234
5,6,-0.056483,-0.390097
5,6,-0.058191,-0.389229
5,6,-0.060524,-0.38481
5,6,-0.060446,-0.382158
5,6,-0.058992,-0.380847
5,6,-0.055361,-0.382063
5,6,-0.050673,-0.384367
5,6,-0.048445,-0.385821
5,6,-0.044849,-0.385759
5,6,-0.043214,-0.384877
5,6,-0.0422,-0.383156
5,6,-0.039641,-0.381991
5,6,-0.042047,-0.37868
5,6,-0.04315,-0.378645
5,6,-0.047093,-0.375705
5,6,-0.044262,-0.37513
5,6,-0.044061,-0.37335
5,6,-0.042846,-0.371557
5,6,-0.038863,-0.369796
5,6,-0.037275,-0.366705
5,6,-0.038547,-0.363473
5,6,-0.036357,-0.363219
5,6,-0.035007,-0.361071
5,6,-0.032353,-0.36178
5,6,-0.031798,-0.360278
5,6,-0.032765,-0.357689
5,6,-0.031472,-0.356
5,6,-0.028903,-0.355968
5,6,-0.029106,-0.351726
5,6,-0.028217,-0.348982
5,6,-0.030492,-0.347366
5,6,-0.031888,-0.342782
5,6,-0.033573,-0.341158
5,6,-0.031755,-0.340136
5,6,-0.034119,-0.337313
5,6,-0.03518,-0.336696
5,6,-0.034912,-0.334505
5,6,-0.033391,-0.333336
5,6,-0.036512,-0.330995
5,6,-0.037508,-0.329457
5,6,-0.041266,-0.327299
5,6,-0.041599,-0.322654
5,6,-0.042991,-0.323637
5,6,-0.043431,-0.326301
5,6,-0.047625,-0.324053
5,6,-0.053356,-0.318923
5,6,-0.055496,-0.317582
5,6,-0.059741,-0.315727
5,6,-0.060237,-0.313104
5,6,-0.063692,-0.311703
5,6,-0.064981,-0.309349
5,6,-0.067012,-0.309941
5,6,-0.065811,-0.313039
5,6,-0.072726,-0.308924
5,6,-0.0754,-0.306042
5,6,-0.076477,-0.303979
5,6,-0.07829,-0.30262
5,6,-0.08338,-0.297094
5,6,-0.084278,-0.29714
5,6,-0.086722,-0.299489
5,6,-0.088415,-0.299046
5,6,-0.089308,-0.297639
5,6,-0.093433,-0.301079
5,6,-0.101131,-0.295844
5,6,-0.102368,-0.294539
5,6,-0.106956,-0.293051
5,6,-0.107839,-0.293608
5,6,-0.108416,-0.300617
5,6,-0.10939,-0.303147
5,6,-0.108721,-0.303749
5,6,-0.109558,-0.308107
5,6,-0.111503,-0.307617
5,6,-0.112894,-0.306331
5,6,-0.115381,-0.305346
5,6,-0.11515,-0.304142
5,6,-0.117807,-0.302063
5,6,-0.119396,-0.302116
5,6,-0.121858,-0.299577
5,6,-0.123215,-0.299194
5,6,-0.124703,-0.297193
5,6,-0.125807,-0.297011
5,6,-0.130948,-0.290956
5,6,-0.132416,-0.291068
5,6,-0.135485,-0.289591
5,6,-0.137972,-0.289338
5,6,-0.139213,-0.28799
5,6,-0.143793,-0.287452
5,6,-0.149351,-0.287636
5,6,-0.15296,-0.287079
5,6,-0.157956,-0.287852
5,6,-0.161954,-0.287527
5,6,-0.161377,-0.282528
5,6,-0.162054,-0.280906
5,6,-0.162751,-0.274887
5,6,-0.160189,-0.271277
5,6,-0.159314,-0.26442
5,6,-0.153604,-0.265638
5,6,-0.149438,-0.263586
5,6,-0.14678,-0.259375
5,6,-0.142653,-0.254915
5,6,-0.137746,-0.251387
5,6,-0.133881,-0.247778
5,6,-0.128856,-0.245723
5,6,-0.122348,-0.244964
5,6,-0.120507,-0.24573
5,6,-0.118126,-0.245608
5,6,-0.116472,-0.244874
5,6,-0.115413,-0.242834
5,6,-0.11563,-0.241146
5,6,-0.113867,-0.232723
5,6,-0.110245,-0.231014
5,6,-0.106045,-0.23097
5,6,-0.103026,-0.231777
5,6,-0.099726,-0.231024
6,7,0.114072,-0.543994
6,7,0.112673,-0.545955
6,7,0.114005,-0.547251
6,7,0.113848,-0.548538
6,7,0.115239,-0.550289
6,7,0.114624,-0.551528
6,7,0.112403,-0.55283
6,7,0.112562,-0.555173
6,7,0.113577,-0.557168
6,7,0.111777,-0.558661
6,7,0.111881,-0.559807
6,7,0.109155,-0.560021
6,7,0.108873,-0.563012
6,7,0.107042,-0.563266
6,7,0.106471,-0.565421
6,7,0.105408,-0.566591
6,7,0.105028,-0.569358
6,7,0.105618,-0.572585
6,7,0.106547,-0.573475
6,7,0.105513,-0.576015
6,7,0.103363,-0.578574
6,7,0.101728,-0.578781
6,7,0.100804,-0.580376
6,7,0.096042,-0.58199
6,7,0.095336,-0.58439
6,7,0.095694,-0.586759
6,7,0.094408,-0.589298
6,7,0.090997,-0.588634
6,7,0.089677,-0.590554
6,7,0.090434,-0.593871
6,7,0.088787,-0.593669
6,7,0.083001,-0.595413
6,7,0.082545,-0.598295
6,7,0.07991,-0.599053
6,7,0.080143,-0.59997
6,7,0.077318,-0.599842
6,7,0.07669,-0.601153
6,7,0.074639,-0.602134
6,7,0.070253,-0.603202
6,7,0.068279,-0.602472
6,7,0.069579,-0.600331
6,7,0.065964,-0.599919
6,7,0.06484,-0.598684
6,7,0.063058,-0.600067
6,7,0.062385,-0.598666
6,7,0.060208,-0.598904
6,7,0.059312,-0.600578
6,7,0.057265,-0.601227
6,7,0.055672,-0.60053
6,7,0.053763,-0.600754
6,7,0.052919,-0.601959
6,7,0.050088,-0.601764
6,7,0.048533,-0.600103
6,7,0.046889,-0.599859
6,7,0.045124,-0.600685
6,7,0.040184,-0.601064
6,7,0.038782,-0.598659
6,7,0.037756,-0.599295
6,7,0.035086,-0.597596
6,7,0.034636,-0.595589
6,7,0.030428,-0.59494
6,7,0.028665,-0.59412
6,7,0.028022,-0.591481
6,7,0.028522,-0.59071
6,7,0.026055,-0.587053
6,7,0.02686,-0.584392
6,7,0.028915,-0.584577
6,7,0.029501,-0.580756
6,7,0.026544,-0.57884
6,7,0.022395,-0.580208
6,7,0.019876,-0.577983
6,7,0.016653,-0.57799
6,7,0.015315,-0.578705
6,7,0.01188,-0.576809
6,7,0.009579,-0.576753
6,7,0.008922,-0.574655
6,7,0.009712,-0.572604
6,7,0.013381,-0.569354
6,7,0.01467,-0.568955
6,7,0.017493,-0.569547
6,7,0.019538,-0.563642
6,7,0.016368,-0.558699
6,7,0.014869,-0.558955
6,7,0.013753,-0.560439
6,7,0.012498,-0.559678
6,7,0.010542,-0.559964
6,7,0.008704,-0.558771
6,7,0.008082,-0.560518
6,7,0.00522,-0.558964
6,7,0.004141,-0.559746
6,7,0.003169,-0.555431
6,7,0.000652,-0.553484
6,7,-0.000371,-0.553973
6,7,-0.003854,-0.553201
6,7,-0.0046,-0.555205
6,7,-0.006389,-0.554553
6,7,-0.00815,-0.550982
